0.65842,0.84735,0.88107,0.82006,0.79158,0.5198,0.53319,0.54126,0.61357,0.56914,0.58621,0.91481,0,1,0,0,1,1
0.84735,0.88107,0.82006,0.79158,0.91481,0.53319,0.54126,0.61357,0.56914,0.58621,0.57923,0.95082,1,0,1,0,0,0
0.88107,0.82006,0.79158,0.91481,0.95082,0.54126,0.61357,0.56914,0.58621,0.57923,0.5971,0.8784,0,1,0,1,0,0
0.82006,0.79158,0.91481,0.95082,0.8784,0.61357,0.56914,0.58621,0.57923,0.5971,0.62626,0.91919,0,0,1,0,1,1
0.79158,0.91481,0.95082,0.8784,0.91919,0.56914,0.58621,0.57923,0.5971,0.62626,0.56652,0.92489,1,0,0,1,0,0
0.91481,0.95082,0.8784,0.91919,0.92489,0.58621,0.57923,0.5971,0.62626,0.56652,0.59534,0.85593,0,1,0,0,1,1
0.95082,0.8784,0.91919,0.92489,0.85593,0.57923,0.5971,0.62626,0.56652,0.59534,0.65236,0.93777,1,0,1,0,0,0
0.8784,0.91919,0.92489,0.85593,0.93777,0.5971,0.62626,0.56652,0.59534,0.65236,0.61176,0.92941,0,1,0,1,0,1
0.91919,0.92489,0.85593,0.93777,0.92941,0.62626,0.56652,0.59534,0.65236,0.61176,0.61369,0.96577,1,0,1,0,1,0
0.92489,0.85593,0.93777,0.92941,0.96577,0.56652,0.59534,0.65236,0.61176,0.61369,0.55587,0.86592,0,1,0,1,0,1
0.85593,0.93777,0.92941,0.96577,0.86592,0.59534,0.65236,0.61176,0.61369,0.55587,0.56683,0.83663,1,0,1,0,1,0
0.93777,0.92941,0.96577,0.86592,0.83663,0.65236,0.61176,0.61369,0.55587,0.56683,0.57537,0.84289,0,1,0,1,0,0
0.92941,0.96577,0.86592,0.83663,0.84289,0.61176,0.61369,0.55587,0.56683,0.57537,0.51096,0.90351,0,0,1,0,1,0
0.96577,0.86592,0.83663,0.84289,0.90351,0.61369,0.55587,0.56683,0.57537,0.51096,0.49299,0.99065,0,0,0,1,0,0
0.86592,0.83663,0.84289,0.90351,0.99065,0.55587,0.56683,0.57537,0.51096,0.49299,0.56161,0.92891,0,0,0,0,1,1
0.83663,0.84289,0.90351,0.99065,0.92891,0.56683,0.57537,0.51096,0.49299,0.56161,0.6,0.84318,1,0,0,0,0,1
0.84289,0.90351,0.99065,0.92891,0.84318,0.57537,0.51096,0.49299,0.56161,0.6,0.60043,0.89633,1,1,0,0,0,0
0.90351,0.99065,0.92891,0.84318,0.89633,0.51096,0.49299,0.56161,0.6,0.60043,0.60223,0.82342,0,1,1,0,0,0
0.99065,0.92891,0.84318,0.89633,0.82342,0.49299,0.56161,0.6,0.60043,0.60223,0.65293,0.80911,0,0,1,1,0,1
0.92891,0.84318,0.89633,0.82342,0.80911,0.56161,0.6,0.60043,0.60223,0.65293,0.64957,0.86111,1,0,0,1,1,1
0.84318,0.89633,0.82342,0.80911,0.86111,0.6,0.60043,0.60223,0.65293,0.64957,0.62592,0.82885,1,1,0,0,1,0
0.89633,0.82342,0.80911,0.86111,0.82885,0.60043,0.60223,0.65293,0.64957,0.62592,0.68376,0.89316,0,1,1,0,0,1
0.82342,0.80911,0.86111,0.82885,0.89316,0.60223,0.65293,0.64957,0.62592,0.68376,0.57143,0.81459,1,0,1,1,0,1
0.80911,0.86111,0.82885,0.89316,0.81459,0.65293,0.64957,0.62592,0.68376,0.57143,0.56266,0.75448,1,1,0,1,1,1
0.86111,0.82885,0.89316,0.81459,0.75448,0.64957,0.62592,0.68376,0.57143,0.56266,0.56604,0.79481,1,1,1,0,1,0
0.82885,0.89316,0.81459,0.75448,0.79481,0.62592,0.68376,0.57143,0.56266,0.56604,0.54141,0.81616,0,1,1,1,0,1
0.89316,0.81459,0.75448,0.79481,0.81616,0.68376,0.57143,0.56266,0.56604,0.54141,0.57143,0.87785,1,0,1,1,1,1
0.81459,0.75448,0.79481,0.81616,0.87785,0.57143,0.56266,0.56604,0.54141,0.57143,0.61228,0.8906,1,1,0,1,1,0
0.75448,0.79481,0.81616,0.87785,0.8906,0.56266,0.56604,0.54141,0.57143,0.61228,0.52473,0.92473,0,1,1,0,1,0
0.79481,0.81616,0.87785,0.8906,0.92473,0.56604,0.54141,0.57143,0.61228,0.52473,0.63904,0.90424,0,0,1,1,0,1
0.81616,0.87785,0.8906,0.92473,0.90424,0.54141,0.57143,0.61228,0.52473,0.63904,0.69086,0.71408,1,0,0,1,1,0
0.87785,0.8906,0.92473,0.90424,0.71408,0.57143,0.61228,0.52473,0.63904,0.69086,0.52842,0.88211,0,1,0,0,1,1
0.8906,0.92473,0.90424,0.71408,0.88211,0.61228,0.52473,0.63904,0.69086,0.52842,0.55539,0.73748,1,0,1,0,0,1
0.92473,0.90424,0.71408,0.88211,0.73748,0.52473,0.63904,0.69086,0.52842,0.55539,0.53986,0.76449,1,1,0,1,0,1
0.90424,0.71408,0.88211,0.73748,0.76449,0.63904,0.69086,0.52842,0.55539,0.53986,0.544,0.81,1,1,1,0,1,0
0.71408,0.88211,0.73748,0.76449,0.81,0.69086,0.52842,0.55539,0.53986,0.544,0.61272,0.85838,0,1,1,1,0,1
0.88211,0.73748,0.76449,0.81,0.85838,0.52842,0.55539,0.53986,0.544,0.61272,0.5,0.96503,1,0,1,1,1,0
0.73748,0.76449,0.81,0.85838,0.96503,0.55539,0.53986,0.544,0.61272,0.5,0.58531,0.86493,0,1,0,1,1,1
0.76449,0.81,0.85838,0.96503,0.86493,0.53986,0.544,0.61272,0.5,0.58531,0.57261,0.87137,1,0,1,0,1,1
0.81,0.85838,0.96503,0.86493,0.87137,0.544,0.61272,0.5,0.58531,0.57261,0.56328,0.93052,1,1,0,1,0,0
0.85838,0.96503,0.86493,0.87137,0.93052,0.61272,0.5,0.58531,0.57261,0.56328,0.52743,0.98101,0,1,1,0,1,0
0.96503,0.86493,0.87137,0.93052,0.98101,0.5,0.58531,0.57261,0.56328,0.52743,0.53465,0.88911,0,0,1,1,0,1
0.86493,0.87137,0.93052,0.98101,0.88911,0.58531,0.57261,0.56328,0.52743,0.53465,0.55024,0.82057,1,0,0,1,1,1
0.87137,0.93052,0.98101,0.88911,0.82057,0.57261,0.56328,0.52743,0.53465,0.55024,0.55534,0.78817,1,1,0,0,1,0
0.93052,0.98101,0.88911,0.82057,0.78817,0.56328,0.52743,0.53465,0.55024,0.55534,0.58232,0.84749,0,1,1,0,0,0
0.98101,0.88911,0.82057,0.78817,0.84749,0.52743,0.53465,0.55024,0.55534,0.58232,0.55056,0.75056,0,0,1,1,0,0
0.88911,0.82057,0.78817,0.84749,0.75056,0.53465,0.55024,0.55534,0.58232,0.55056,0.45059,0.73715,0,0,0,1,1,1
0.82057,0.78817,0.84749,0.75056,0.73715,0.55024,0.55534,0.58232,0.55056,0.45059,0.51852,0.68724,1,0,0,0,1,1
0.78817,0.84749,0.75056,0.73715,0.68724,0.55534,0.58232,0.55056,0.45059,0.51852,0.45539,0.77881,1,1,0,0,0,1
0.84749,0.75056,0.73715,0.68724,0.77881,0.58232,0.55056,0.45059,0.51852,0.45539,0.50369,0.77306,1,1,1,0,0,0
0.75056,0.73715,0.68724,0.77881,0.77306,0.55056,0.45059,0.51852,0.45539,0.50369,0.43525,0.77158,0,1,1,1,0,0
0.73715,0.68724,0.77881,0.77306,0.77158,0.45059,0.51852,0.45539,0.50369,0.43525,0.49257,0.829,0,0,1,1,1,1
0.68724,0.77881,0.77306,0.77158,0.829,0.51852,0.45539,0.50369,0.43525,0.49257,0.49375,0.88333,1,0,0,1,1,0
0.77881,0.77306,0.77158,0.829,0.88333,0.45539,0.50369,0.43525,0.49257,0.49375,0.50163,0.84967,0,1,0,0,1,0
0.77306,0.77158,0.829,0.88333,0.84967,0.50369,0.43525,0.49257,0.49375,0.50163,0.49567,0.7435,0,0,1,0,0,1
0.77158,0.829,0.88333,0.84967,0.7435,0.43525,0.49257,0.49375,0.50163,0.49567,0.46309,0.84899,1,0,0,1,0,0
0.829,0.88333,0.84967,0.7435,0.84899,0.49257,0.49375,0.50163,0.49567,0.46309,0.5,0.91031,0,1,0,0,1,0
0.88333,0.84967,0.7435,0.84899,0.91031,0.49375,0.50163,0.49567,0.46309,0.5,0.54074,0.84444,0,0,1,0,0,1
0.84967,0.7435,0.84899,0.91031,0.84444,0.50163,0.49567,0.46309,0.5,0.54074,0.5399,0.91511,1,0,0,1,0,0
0.7435,0.84899,0.91031,0.84444,0.91511,0.49567,0.46309,0.5,0.54074,0.5399,0.54968,0.78846,0,1,0,0,1,1
0.84899,0.91031,0.84444,0.91511,0.78846,0.46309,0.5,0.54074,0.5399,0.54968,0.48074,0.85595,1,0,1,0,0,0
0.91031,0.84444,0.91511,0.78846,0.85595,0.5,0.54074,0.5399,0.54968,0.48074,0.51575,0.88189,0,1,0,1,0,0
0.84444,0.91511,0.78846,0.85595,0.88189,0.54074,0.5399,0.54968,0.48074,0.51575,0.51826,0.87826,0,0,1,0,1,0
0.91511,0.78846,0.85595,0.88189,0.87826,0.5399,0.54968,0.48074,0.51575,0.51826,0.5,0.90693,0,0,0,1,0,1
0.78846,0.85595,0.88189,0.87826,0.90693,0.54968,0.48074,0.51575,0.51826,0.5,0.56466,0.75046,1,0,0,0,1,1
0.85595,0.88189,0.87826,0.90693,0.75046,0.48074,0.51575,0.51826,0.5,0.56466,0.55882,0.80392,1,1,0,0,0,1
0.88189,0.87826,0.90693,0.75046,0.80392,0.51575,0.51826,0.5,0.56466,0.55882,0.46138,0.88008,1,1,1,0,0,0
0.87826,0.90693,0.75046,0.80392,0.88008,0.51826,0.5,0.56466,0.55882,0.46138,0.54714,0.92761,0,1,1,1,0,0
0.90693,0.75046,0.80392,0.88008,0.92761,0.5,0.56466,0.55882,0.46138,0.54714,0.54991,0.79685,0,0,1,1,1,1
0.75046,0.80392,0.88008,0.92761,0.79685,0.56466,0.55882,0.46138,0.54714,0.54991,0.59273,0.83091,1,0,0,1,1,1
0.80392,0.88008,0.92761,0.79685,0.83091,0.55882,0.46138,0.54714,0.54991,0.59273,0.54087,0.73391,1,1,0,0,1,1
0.88008,0.92761,0.79685,0.83091,0.73391,0.46138,0.54714,0.54991,0.59273,0.54087,0.50484,0.86654,1,1,1,0,0,0
0.92761,0.79685,0.83091,0.73391,0.86654,0.54714,0.54991,0.59273,0.54087,0.50484,0.63516,0.72471,0,1,1,1,0,1
0.79685,0.83091,0.73391,0.86654,0.72471,0.54991,0.59273,0.54087,0.50484,0.63516,0.60753,0.81004,1,0,1,1,1,1
0.83091,0.73391,0.86654,0.72471,0.81004,0.59273,0.54087,0.50484,0.63516,0.60753,0.56343,0.85832,1,1,0,1,1,0
0.73391,0.86654,0.72471,0.81004,0.85832,0.54087,0.50484,0.63516,0.60753,0.56343,0.50863,0.86813,0,1,1,0,1,0
0.86654,0.72471,0.81004,0.85832,0.86813,0.50484,0.63516,0.60753,0.56343,0.50863,0.47022,0.9185,0,0,1,1,0,0
0.72471,0.81004,0.85832,0.86813,0.9185,0.63516,0.60753,0.56343,0.50863,0.47022,0.41889,1.1816,0,0,0,1,1,0
0.81004,0.85832,0.86813,0.9185,1.1816,0.60753,0.56343,0.50863,0.47022,0.41889,0.50233,0.93488,0,0,0,0,1,1
0.85832,0.86813,0.9185,1.1816,0.93488,0.56343,0.50863,0.47022,0.41889,0.50233,0.63704,0.87407,1,0,0,0,0,1
0.86813,0.9185,1.1816,0.93488,0.87407,0.50863,0.47022,0.41889,0.50233,0.63704,0.55828,0.90184,1,1,0,0,0,0
0.9185,1.1816,0.93488,0.87407,0.90184,0.47022,0.41889,0.50233,0.63704,0.55828,0.71756,0.74809,0,1,1,0,0,1
1.1816,0.93488,0.87407,0.90184,0.74809,0.41889,0.50233,0.63704,0.55828,0.71756,0.63937,0.84409,1,0,1,1,0,1
0.93488,0.87407,0.90184,0.74809,0.84409,0.50233,0.63704,0.55828,0.71756,0.63937,0.57213,0.87869,1,1,0,1,1,0
0.87407,0.90184,0.74809,0.84409,0.87869,0.63704,0.55828,0.71756,0.63937,0.57213,0.60738,0.76007,0,1,1,0,1,1
0.90184,0.74809,0.84409,0.87869,0.76007,0.55828,0.71756,0.63937,0.57213,0.60738,0.54265,0.74047,1,0,1,1,0,1
0.74809,0.84409,0.87869,0.76007,0.74047,0.71756,0.63937,0.57213,0.60738,0.54265,0.57921,0.73927,1,1,0,1,1,1
0.84409,0.87869,0.76007,0.74047,0.73927,0.63937,0.57213,0.60738,0.54265,0.57921,0.62614,0.78875,1,1,1,0,1,0
0.87869,0.76007,0.74047,0.73927,0.78875,0.57213,0.60738,0.54265,0.57921,0.62614,0.54599,0.89318,0,1,1,1,0,0
0.76007,0.74047,0.73927,0.78875,0.89318,0.60738,0.54265,0.57921,0.62614,0.54599,0.55145,0.72186,0,0,1,1,1,0
0.74047,0.73927,0.78875,0.89318,0.72186,0.54265,0.57921,0.62614,0.54599,0.55145,0.51966,0.76752,0,0,0,1,1,0
0.73927,0.78875,0.89318,0.72186,0.76752,0.57921,0.62614,0.54599,0.55145,0.51966,0.48198,1.259,0,0,0,0,1,0
0.78875,0.89318,0.72186,0.76752,1.259,0.62614,0.54599,0.55145,0.51966,0.48198,0.45753,0.88082,0,0,0,0,0,1
0.89318,0.72186,0.76752,1.259,0.88082,0.54599,0.55145,0.51966,0.48198,0.45753,0.60837,0.85351,1,0,0,0,0,1
0.72186,0.76752,1.259,0.88082,0.85351,0.55145,0.51966,0.48198,0.45753,0.60837,0.55614,0.83509,1,1,0,0,0,1
0.76752,1.259,0.88082,0.85351,0.83509,0.51966,0.48198,0.45753,0.60837,0.55614,0.53959,0.80847,1,1,1,0,0,0
1.259,0.88082,0.85351,0.83509,0.80847,0.48198,0.45753,0.60837,0.55614,0.53959,0.48736,0.91994,0,1,1,1,0,0
0.88082,0.85351,0.83509,0.80847,0.91994,0.45753,0.60837,0.55614,0.53959,0.48736,0.53287,0.89273,0,0,1,1,1,0
0.85351,0.83509,0.80847,0.91994,0.89273,0.60837,0.55614,0.53959,0.48736,0.53287,0.54783,0.86087,0,0,0,1,1,1
0.83509,0.80847,0.91994,0.89273,0.86087,0.55614,0.53959,0.48736,0.53287,0.54783,0.5081,0.93814,1,0,0,0,1,0
0.80847,0.91994,0.89273,0.86087,0.93814,0.53959,0.48736,0.53287,0.54783,0.5081,0.52542,0.9245,0,1,0,0,0,0
0.91994,0.89273,0.86087,0.93814,0.9245,0.48736,0.53287,0.54783,0.5081,0.52542,0.51291,0.86575,0,0,1,0,0,1
0.89273,0.86087,0.93814,0.9245,0.86575,0.53287,0.54783,0.5081,0.52542,0.51291,0.49228,0.88679,1,0,0,1,0,0
0.86087,0.93814,0.9245,0.86575,0.88679,0.54783,0.5081,0.52542,0.51291,0.49228,0.44912,0.90351,0,1,0,0,1,1
0.93814,0.9245,0.86575,0.88679,0.90351,0.5081,0.52542,0.51291,0.49228,0.44912,0.57191,0.8308,1,0,1,0,0,0
0.9245,0.86575,0.88679,0.90351,0.8308,0.52542,0.51291,0.49228,0.44912,0.57191,0.54144,0.86924,0,1,0,1,0,1
0.86575,0.88679,0.90351,0.8308,0.86924,0.51291,0.49228,0.44912,0.57191,0.54144,0.56211,0.81684,1,0,1,0,1,1
0.88679,0.90351,0.8308,0.86924,0.81684,0.49228,0.44912,0.57191,0.54144,0.56211,0.5247,1.1363,1,1,0,1,0,0
0.90351,0.8308,0.86924,0.81684,1.1363,0.44912,0.57191,0.54144,0.56211,0.5247,0.55298,1.0017,0,1,1,0,1,0
0.8308,0.86924,0.81684,1.1363,1.0017,0.57191,0.54144,0.56211,0.5247,0.55298,0.53835,1.0177,0,0,1,1,0,0
0.86924,0.81684,1.1363,1.0017,1.0177,0.54144,0.56211,0.5247,0.55298,0.53835,0.43555,1.0904,0,0,0,1,1,0
0.81684,1.1363,1.0017,1.0177,1.0904,0.56211,0.5247,0.55298,0.53835,0.43555,0.35837,1.1666,0,0,0,0,1,0
1.1363,1.0017,1.0177,1.0904,1.1666,0.5247,0.55298,0.53835,0.43555,0.35837,0.46527,1.0515,0,0,0,0,0,0
1.0017,1.0177,1.0904,1.1666,1.0515,0.55298,0.53835,0.43555,0.35837,0.46527,0.45502,0.94672,0,0,0,0,0,1
1.0177,1.0904,1.1666,1.0515,0.94672,0.53835,0.43555,0.35837,0.46527,0.45502,0.55695,0.91002,1,0,0,0,0,1
1.0904,1.1666,1.0515,0.94672,0.91002,0.43555,0.35837,0.46527,0.45502,0.55695,0.54737,0.89737,1,1,0,0,0,1
1.1666,1.0515,0.94672,0.91002,0.89737,0.35837,0.46527,0.45502,0.55695,0.54737,0.64597,0.84016,1,1,1,0,0,0
1.0515,0.94672,0.91002,0.89737,0.84016,0.46527,0.45502,0.55695,0.54737,0.64597,0.56645,0.97419,0,1,1,1,0,0
0.94672,0.91002,0.89737,0.84016,0.97419,0.45502,0.55695,0.54737,0.64597,0.56645,0.59814,0.90053,0,0,1,1,1,1
0.91002,0.89737,0.84016,0.97419,0.90053,0.55695,0.54737,0.64597,0.56645,0.59814,0.68819,0.90079,1,0,0,1,1,1
0.89737,0.84016,0.97419,0.90053,0.90079,0.54737,0.64597,0.56645,0.59814,0.68819,0.57582,0.94818,1,1,0,0,1,0
0.84016,0.97419,0.90053,0.90079,0.94818,0.64597,0.56645,0.59814,0.68819,0.57582,0.55878,0.83745,0,1,1,0,0,1
0.97419,0.90053,0.90079,0.94818,0.83745,0.56645,0.59814,0.68819,0.57582,0.55878,0.56053,0.88816,1,0,1,1,0,0
0.90053,0.90079,0.94818,0.83745,0.88816,0.59814,0.68819,0.57582,0.55878,0.56053,0.52867,0.81818,0,1,0,1,1,1
0.90079,0.94818,0.83745,0.88816,0.81818,0.68819,0.57582,0.55878,0.56053,0.52867,0.58255,0.78816,1,0,1,0,1,1
0.94818,0.83745,0.88816,0.81818,0.78816,0.57582,0.55878,0.56053,0.52867,0.58255,0.53748,0.82456,1,1,0,1,0,0
